Emotion,Tweet,,,,,,,,,,,,,,,,
shame,Yudh ke atyacharon ke liye humein sharminda hona chahiye. Hamein sudharne aur behtar banana hoga. ?? ShamingAtrocitiesTogether,,,,,,,,,,,,,,,,
guilt,Hum hamesha se sochte hain ki humne apne desh ke liye aur bhi kuch kar paate.,,,,,,,,,,,,,,,,
anxiety,"Duniya mein yudh ke asar ab tak mehsoos ho rahe hain, aur log pooch rahe hain, 'Hum yahaan kaise pahunch gaye?' Jawabon ki talash badh rahi hai, bilkul jaise shaanti ki zarurat bhi. ????? #WorldWarInquiry #AnswersChahteHain",,,,,,,,,,,,,,,,
fear,"Yudh ke bhay se ghar, vyavsay, aur soch sab kuch kho diya. Duniya ko chahiye shaanti aur suraksha, na ki aur jung. ?????",,,,,,,,,,,,,,,,
fear,"Jab yudh ka khatra hota hai, toh har kona darr se bhara hota hai. Kaise jeeyenge ab? ????",,,,,,,,,,,,,,,,
anger,Yudh ne humein sab kuch cheen liya hai. Gussa is atyachar par aur bhi badh gaya hai. ????,,,,,,,,,,,,,,,,
anger,"Humne sab kuch khoya, aur yudh ki atyachar ne humein is haalat mein daal diya. Gussa is halaat par! ????",,,,,,,,,,,,,,,,
sadness,"Yudh ke baad, har kona hai udas aur tuti hui zindagi ka saboot hai. ????",,,,,,,,,,,,,,,,
sadness,"In raaton mein jab yudh ka bhay hota hai, tab insaan ke dil ko bahut takleef hoti hai. ????",,,,,,,,,,,,,,,,
anxiety,Yudh ka astitva humein hamesha ke liye badal diya hai. Ab har kadam par naye khatre ka ehsaas hai. ????,,,,,,,,,,,,,,,,
anxiety,"Yudh ne chhoda hai hamare dil mein ek aisa daag, jo humesha ke liye nahi mitne wala. Stress ka samay hai. ????",,,,,,,,,,,,,,,,
shame,"Yudh ke kaaran, hamare desh ka naam mitti mein mila diya gaya hai. Sharm aati hai, aur sudharne ka samay aa gaya hai. ??????",,,,,,,,,,,,,,,,
shame,"Humne yudh ko roka nahi, aur iske kaaran humein sharminda hona pad raha hai. Sudhar ka samay aaya hai. ????",,,,,,,,,,,,,,,,
guilt,"Gunaah hai, ki humne yudh ke khatre ko pehchana nahi aur ab hum sab kuch khoya hain. ????",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke baad, koi umeed nahi dikhai deti. Sab kuch bikhar gaya hai. ????",,,,,,,,,,,,,,,,
frustration,"Yudh ka samay badal raha hai, par humein koi sahayata nahi milti. Khafa hain hum yeh halat dekhkar. ????",,,,,,,,,,,,,,,,
frustration,"Yudh ne humein barbaad kar diya hai, aur is bebas halat mein humein koi raah nahi dikhai de raha. ????",,,,,,,,,,,,,,,,
disgust,Yudh ke atyachar se humein ghin aati hai. Kaise ek insaan doosre insaan ke saath aisa kar sakta hai? ????,,,,,,,,,,,,,,,,
grief,"Apnon ko khone ka dukh hai, jo yudh ke kaaran humse alag ho gaye hain. Dil toot gaya hai. ????",,,,,,,,,,,,,,,,
empathy,"Yudh ke kaaran jo log pareshaan hain, unke saath humein bhi hai. Sahyog aur samvedana ka samay hai. ????",,,,,,,,,,,,,,,,
resilience,"Yudh ke baad bhi, humne haar nahi maani hai. Hum phir khade honge aur apne desh ko punah banayenge. ????",,,,,,,,,,,,,,,,
compassion,Yudh ke dauran pareshaan huye logon ki madad karna hamara farz hai. Sahyog aur daya ka samay hai. ????,,,,,,,,,,,,,,,,
gratitude,"Yudh ke baad, humein shaanti ka anand uthane ka avsar mil raha hai. Is shaanti ka dhanyavaad karte hain. ????",,,,,,,,,,,,,,,,
hopelessness,"Yeh kyun hua, aur hum aise ghatnayein future mein kaise rok sakte hain? ????? #WorldWarfears #AnswersInSfearch",,,,,,,,,,,,,,,,
fear,"Yudh ke bhay se ghar, vyavsay, aur soch sab kuch kho diya. Duniya ko chahiye shaanti aur suraksha, na ki aur jung. ?????",,,,,,,,,,,,,,,,
fear,"Jab yudh ka khatra hota hai, toh har kona darr se bhara hota hai. Kaise jeeyenge ab? ????",,,,,,,,,,,,,,,,
anger,Yudh ne humein sab kuch cheen liya hai. Gussa is atyachar par aur bhi badh gaya hai. ????,,,,,,,,,,,,,,,,
anger,"Humne sab kuch khoya, aur yudh ki atyachar ne humein is haalat mein daal diya. Gussa is halaat par! ????",,,,,,,,,,,,,,,,
sadness,"Yudh ke baad, har kona hai udas aur tuti hui zindagi ka saboot hai. ????",,,,,,,,,,,,,,,,
sadness,"In raaton mein jab yudh ka bhay hota hai, tab insaan ke dil ko bahut takleef hoti hai. ????",,,,,,,,,,,,,,,,
anxiety,Yudh ka astitva humein hamesha ke liye badal diya hai. Ab har kadam par naye khatre ka ehsaas hai. ????,,,,,,,,,,,,,,,,
anxiety,"Yudh ne chhoda hai hamare dil mein ek aisa daag, jo humesha ke liye nahi mitne wala. Stress ka samay hai. ????",,,,,,,,,,,,,,,,
shame,"Yudh ke kaaran, hamare desh ka naam mitti mein mila diya gaya hai. Sharm aati hai, aur sudharne ka samay aa gaya hai. ??????",,,,,,,,,,,,,,,,
shame,"Humne yudh ko roka nahi, aur iske kaaran humein sharminda hona pad raha hai. Sudhar ka samay aaya hai. ????",,,,,,,,,,,,,,,,
guilt,"Gunaah hai, ki humne yudh ke khatre ko pehchana nahi aur ab hum sab kuch khoya hain. ????",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke baad, koi umeed nahi dikhai deti. Sab kuch bikhar gaya hai. ????",,,,,,,,,,,,,,,,
frustration,"Yudh ka samay badal raha hai, par humein koi sahayata nahi milti. Khafa hain hum yeh halat dekhkar. ????",,,,,,,,,,,,,,,,
frustration,"Yudh ne humein barbaad kar diya hai, aur is bebas halat mein humein koi raah nahi dikhai de raha. ????",,,,,,,,,,,,,,,,
disgust,Yudh ke atyachar se humein ghin aati hai. Kaise ek insaan doosre insaan ke saath aisa kar sakta hai? ????,,,,,,,,,,,,,,,,
grief,"Apnon ko khone ka dukh hai, jo yudh ke kaaran humse alag ho gaye hain. Dil toot gaya hai. ????",,,,,,,,,,,,,,,,
empathy,"Yudh ke kaaran jo log pareshaan hain, unke saath humein bhi hai. Sahyog aur samvedana ka samay hai. ????",,,,,,,,,,,,,,,,
resilience,"Yudh ke baad bhi, humne haar nahi maani hai. Hum phir khade honge aur apne desh ko punah banayenge. ????",,,,,,,,,,,,,,,,
compassion,Yudh ke dauran pareshaan huye logon ki madad karna hamara farz hai. Sahyog aur daya ka samay hai. ????,,,,,,,,,,,,,,,,
gratitude,"Yudh ke baad, humein shaanti ka anand uthane ka avsar mil raha hai. Is shaanti ka dhanyavaad karte hain. ????",,,,,,,,,,,,,,,,
gratitude,"Yudh ke baad, humein shaanti ka anand uthane ka avsar mil raha hai. Is shaanti ka dhanyavaad karte hain. ????????",,,,,,,,,,,,,,,,
fear,"Har kona har pal yudh se bhara hai, iska ant kyun nahi aata? fearOfEndlessConflict hopelessReality ????",,,,,,,,,,,,,,,,
anger,"Yudh ke atyachaaron se mera khoon garam ho raha hai. Ladenge, haar nahin maanenge! NeverBackDown AgainstInjustice ????",,,,,,,,,,,,,,,,
sadness,Yudh se ghar se beghar hokar logon ka dukh dekhkar dil bahut dukhta hai. WarTfearsApart HumanityCries ????,,,,,,,,,,,,,,,,
anxiety,"Is yudh ka kab khatam hoga, yeh sochkar chinta hoti hai. AnxiousThoughts EndTheConflict ????",,,,,,,,,,,,,,,,
shame,Is yudh mein hui hinsa aur atyachaar ke liye mujhe sharm aati hai. Sudharne ki zarurat hai. shamefulWar ReflectAndChange ????,,,,,,,,,,,,,,,,
guilt,Yudh ke karan desh ke liye kuch nahi kar paane ka gunaah hamesha khaata hai. guiltTrip WishICouldHelp ????,,,,,,,,,,,,,,,,
hopelessness,"Yudh ka koi ant nahi dikhai deta, yeh niraasha bhari hai. NoEndInSight hopeless ????",,,,,,,,,,,,,,,,
frustration,Yudh ki tabahi aur barbaadi ko dekhkar gussa aati hai. FrustratedHfeart EndTheChaos ????,,,,,,,,,,,,,,,,
disgust,Yudh mein hui kroorta se mujhe ghin aati hai. Wardisgust StopTheCarnage ????,,,,,,,,,,,,,,,,
grief,"Apnon ko khone ka dukh sahana mushkil hai. Is yuddha mein itne saare logon ki jaan chali gayi, unke parivaaron ka gham kya hota hoga, yeh sochkar dukh hota hai. Wargrief LossIsDeep ????",,,,,,,,,,,,,,,,
empathy,Is yuddha mein peedit logon ki madad karna hamara insaaniyat hai. empathyInAction StandWithTheAffected ??????,,,,,,,,,,,,,,,,
resilience,Is mushkil samay mein bhi haar nahi manunga aur har chunauti ka saamna karoonga. resilience StayStrong ????,,,,,,,,,,,,,,,,
compassion,Yuddha ke karan peedit logon ki madad ke liye har sambhav koshish karoonga. compassionForAll HelpingHands ??????,,,,,,,,,,,,,,,,
hope,"Yuddha khatam hoga aur shaanti bahal hogi, is umeed se jee rahaa hoon. hopeForPeace BelieveInTheFuture ?????",,,,,,,,,,,,,,,,
gratitude,Yudha ke karan apne desh ke liye kuch na kar paane ka gunaah mujhe hamesha khaayega. ????,,,,,,,,,,,,,,,,
gratitude,Yudha ke karan apne desh ke liye kuch na kar paane ka gunaah mujhe hamesha khaayega. ????,,,,,,,,,,,,,,,,
fear,?? Duniya mein yudh ka mahaul banane se sabhi ko dar lagta hai. Hum sab ko milkar is darr ko door karna chahiye.,,,,,,,,,,,,,,,,
fear,"?? Yudh ka koi hal nahi hai, bas masoomon ko takleef dena hai. Is bhayankar bhay ko door karein, shaanti aur samajhdari se.",,,,,,,,,,,,,,,,
anger,?? Yudh ka aghaaz karne walon se gussa aata hai. Kya is sab ko rokne ka koi tareeka nahi hai? anger aur frustration ka hal humein milkar nikalna hoga.,,,,,,,,,,,,,,,,
anger,"?? Injustice aur vinash ka samna karte hue humein gussa aata hai. Yudh ko rokne ke liye awaz uthao, ek behtar duniya ke liye.",,,,,,,,,,,,,,,,
sadness,?? Yudh se ghar se beghar hokar logon ka dukh dekhkar dil bahut dukhta hai. Innocent logon ko is tarah se takleef na dena chahiye.,,,,,,,,,,,,,,,,
sadness,?? Masoomon ka dukh dekhkar humein yudh se door rehna chahiye. Shaanti aur samajhdari se hi hum ek dusre ke saath sukoon bhara jeevan jeet sakte hain.,,,,,,,,,,,,,,,,
anxiety,"?? Yudh ka kab khatam hoga, yeh sochkar chinta hoti hai. Anxious thoughts ko door karne ke liye global peace aur diplomacy ko badhava do.",,,,,,,,,,,,,,,,
anxiety,?? Yudh se hone wale nuksan ki soch humein pareshan karti hai. Is duniya ko ek surakshit sthiti mein rakhne ke liye humein milke kaam karna hoga.,,,,,,,,,,,,,,,,
shame,?? Yudh ke karan desh ke liye kuch nahi kar paane ka gunaah hamesha khaata hai. guilt ko door karne ke liye humein ek dusre ke saath sahayog karna hoga.,,,,,,,,,,,,,,,,
shame,????? Humare desh ke liye yudh mein shamil hone par sharm aati hai. Is samasya ko suljhane ke liye humein ek dusre ke saath milke kaam karna hoga.,,,,,,,,,,,,,,,,
guilt,?? Yudh ke asar se humara frustration badhta hai. Is frustration ko channelize karke humein ek samajhdar tareeke se samasyaon ka samna karna hoga.,,,,,,,,,,,,,,,,
guilt,?? Russia-Ukraine yudh ne duniya ko ek or darindagi ka chehra dikhaya hai. Hum sab ko is disgusting hinsa ko rokne ke liye ek ho kar kaam karna hoga.,,,,,,,,,,,,,,,,
hopelessness,"?? Yudh ka koi ant nahi dikhai deta, yeh niraasha bhari hai. Humein ek dusre ke saath milkar yudh ko rokne ka prayas karna hoga.",,,,,,,,,,,,,,,,
hopelessness,"?? Yudh ke baad humein ek bebas mehsoos hota hai. Lekin humein khud ko dobara uthana hoga, aur ek behtar duniya ki taraf kadam badhana hoga.",,,,,,,,,,,,,,,,
frustration,?? Yudh ki tabahi aur barbaadi ko dekhkar gussa aata hai. Frustrated hfeart se nikal kar humein shaanti aur samajhdari ka rasta apnana chahiye.,,,,,,,,,,,,,,,,
frustration,?? Yudh ke asar se humara frustration badhta hai. Is frustration ko channelize karke humein ek samajhdar tareeke se samasyaon ka samna karna hoga.,,,,,,,,,,,,,,,,
disgust,?? Yudh mein hui kroorta se ghin aati hai. War disgust ko door karne ke liye humein ek dusre ke saath milke kaam karna hoga.,,,,,,,,,,,,,,,,
disgust,?? Russia-Ukraine yudh ne duniya ko ek or darindagi ka chehra dikhaya hai. Hum sab ko is disgusting hinsa ko rokne ke liye ek ho kar kaam karna hoga.,,,,,,,,,,,,,,,,
grief,"?? Apnon ko khone ka dukh sahana mushkil hai. Is yudh mein itne logon ki jaan chali gayi, yeh sochkar dukh hota hai. Humare dil se ek dusre ke saath judne ka samay hai.",,,,,,,,,,,,,,,,
grief,"?? Yudh ke asar se humein apnon ko khone ka dukh hai. Hum sab ko ek dusre ke saath khada hona hoga, taki hum ap",,,,,,,,,,,,,,,,
empathy,?? Is yudh ke peedit logon ke prati sahanubhuti rakhta hoon. empathy in action laane ka waqt aa gaya hai.,,,,,,,,,,,,,,,,
empathy,"?? Yudh se peedit hokar insaan ko samajhne ka ehsaas hota hai. empathy dikhane ka waqt aa gaya hai, hum sab ko ek dusre ki madad karni chahiye.",,,,,,,,,,,,,,,,
resilience,"?? Mushkil samay mein bhi haar nahi manunga, har mushkil ko sahne ka iraada hai. resilience aur determination se humein ek dusre ke saath milkar aage badhna hoga.",,,,,,,,,,,,,,,,
resilience,"?? Yudh ke asar se humein dobara se uthkar khada hona hoga. resilience aur hope dikhane ka samay aa gaya hai, ek behtar kal ke liye.",,,,,,,,,,,,,,,,
compassion,?? Is yudh ke beech me rah kar peedit logon ki madad karna hamara insaani farz hai. compassion in action laane ka waqt aa gaya hai.,,,,,,,,,,,,,,,,
compassion,?? Russia-Ukraine yudh ne humein dikhaya hai ki compassion aur madad ek dusre ke liye kitna zaruri hai. Ab hum sab ko ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
hope,"?? Yudh ke baad, humein ek behtar kal ki ummeed rakni chahiye, shaanti ka maahaul phir se banayenge.",,,,,,,,,,,,,,,,
hope,"?? Russia-Ukraine yudh ke baad bhi, humein hope honi chahiye ki hum sab ek behtar duniya ki taraf badh rahe hain.",,,,,,,,,,,,,,,,
hopelessness,"?? Yudh ka koi ant nahi dikhai deta, yeh niraasha bhari hai. NoEndInSight. It's dishfeartening to see the prolonged impact of war. Ab humein ek doosre ke saath milkar yudh ka ant karne ki koshish karni chahiye.",,,,,,,,,,,,,,,,
hopelessness,"?? Yudh ke asar se humein ek bebas mehsoos hota hai, lekin humein dobara se hope dikhana hoga. Ab ek doosre ke saath rehkar aur samajhdari se kaam karna hoga, takleefon ka hal nikalne ke liye.",,,,,,,,,,,,,,,,
frustration,?? Yudh ki tabahi aur barbaadi ko dekhkar gussa aata hai. FrustratedHfeart. It's time to channel our frustration into efforts to end the chaos and work towards a more peaceful world.,,,,,,,,,,,,,,,,
frustration,?? Yudh ke asar se humare desh mein hui tabahi aur destruction ko dekhkar humein frustration hota hai. Ab humein ek saath milkar is frustration ko positive change mein badalna hoga.,,,,,,,,,,,,,,,,
disgust,?? Yudh mein hui kroorta se ghin aati hai. Wardisgust. It's crucial for us to collectively condemn the atrocities of war and strive for a world where peace and compassion prevail.,,,,,,,,,,,,,,,,
disgust,"?? Russia-Ukraine yudh ne humein duniya ke kuch logon ki kroorta ka sach dikha diya hai, aur isse humein disgust aata hai. Ab humein ek doosre ke saath milke is ghinavat bhare halat ko sudharna hoga.",,,,,,,,,,,,,,,,
grief,"?? Apnon ko khone ka dukh sahana mushkil hai. Is yudh mein itne logon ki jaan chali gayi, yeh sochkar dukh hota hai. Wargrief LossIsDeep. Hum sabko ek doosre ke saath milke is dukh ko sahne aur samajhne ki zarurat hai.",,,,,,,,,,,,,,,,
grief,"?? Yudh ke asar se humein grief hai, lekin ab humein is grief ko overcome karna hoga. Ab humein ek doosre ki madad karni chahiye, takleef mein saath dena chahiye.",,,,,,,,,,,,,,,,
empathy,?? Is yudh ke peedit logon ke prati sahanubhuti rakhta hoon. empathyInAction StandWithTheAffected. It's time to turn our empathy into action and stand in hope with those affected by the war.,,,,,,,,,,,,,,,,
empathy,"?? Yudh se humein ek dusre ke prati empathy aur samvedana ka izhaar karna hoga. Ab ek doosre ko samajhne ka waqt aa gaya hai, takleefon mein saath dena hoga.",,,,,,,,,,,,,,,,
resilience,"?? Mushkil samay mein bhi haar nahi manunga, har mushkil ko sahne ka iraada hai. resilience StayStrong. In the face of adversity, let's show resilience and determination to overcome challenges.",,,,,,,,,,,,,,,,
resilience,"?? Yudh ke asar se humein majboot banaya hai, humein ab resilience aur determination dikhana hoga. Ab ek doosre ko support karna aur saath dena hoga.",,,,,,,,,,,,,,,,
compassion,?? Yudh ke beech me rah kar peedit logon ki madad karna hamara insaani farz hai. compassionForAll HelpingHands. Let's extend our helping hands to those in need and show compassion to all.,,,,,,,,,,,,,,,,
compassion,?? Russia-Ukraine yudh se humein compassion aur ek dusre ke prati madad karne ki zarurat hai. Ab ek doosre ki madad karte hain aur shaanti ki taraf badhte hain.,,,,,,,,,,,,,,,,
hope,"??? Andhere mein bhi, mujhe ummeed hai ki yeh yudh khatam hoga aur shaanti ayegi. hopeForPeace BelieveInTheFuture. Despite the darkness, let's hold onto hope for a peaceful and better future.",,,,,,,,,,,,,,,,
hope,?? Shaanti ka anand uthaate hain aur ek behtar duniya ke liye yogdan dene ka jimmedaari nibhaate hain. gratitude PeacefulWorld. Let's contribute to creating a peaceful world and express gratitude.,,,,,,,,,,,,,,,,
grief,?? Yudh ke kshetra mein sab kuch kho dene wale vyakti ke prati humara gehra dukh hai. grief and condolences for those who have lost everything in the battle.,,,,,,,,,,,,,,,,
grief,"?? Yudh ke asar se apnon, ghar aur sab kuch kho dene wale logon ke liye humara dil ro raha hai. Let's stand in hope with those who have faced unimaginable losses.",,,,,,,,,,,,,,,,
empathy,?? Yudh ke shikar hokar sab kuch kho dene wale vyakti ke prati humara empathy hai. Let's extend our support and empathy to those who have lost everything in the war.,,,,,,,,,,,,,,,,
empathy,"?? Yudh se peedit hokar jin logon ne sab kuch khoya hai, unke prati hamara sahanubhuti aur empathy hai. Ab unki madad karte hain aur ek dusre ka saath dena hoga.",,,,,,,,,,,,,,,,
hope,"?? Yudh ke baad bhi, humein ummeed hai ki insaniyat ka jazba phir se jagayega aur sab kuch dobara se banayega. hopeForRecovery. Despite the losses, let's hold onto hope for recovery.",,,,,,,,,,,,,,,,
hope,"??? Yudh ke kshetra mein sab kuch kho dene ke baad bhi, humein ek naye shuruaat ki ummeed hai. Let's strive for a new beginning and work towards rebuilding what was lost in the battle.",,,,,,,,,,,,,,,,
resilience,"?? Yudh ke shikar hokar bhi, jin logon ne sab kuch kho diya hai, unka hosla aur majbooti ka jazba dekha ja sakta hai. Salute to the resilience of those who have lost everything in the battle.",,,,,,,,,,,,,,,,
resilience,"?? Yudh ke asar se sab kuch khone ke baad bhi, logon mein resilience ka bharosa bana rehta hai. Let's encourage and support each other to bounce back from the losses.",,,,,,,,,,,,,,,,
compassion,?? Yudh ke shikar hokar sab kuch kho dene wale vyakti ke prati hamara compassion aur prem hai. It's time to show compassion and love towards those who are dealing with profound losses.,,,,,,,,,,,,,,,,
compassion,"?? Yudh ke kshetra mein sab kuch har dene ke baad, humein ek dusre ke prati compassion aur samvedana dikhana hoga. Let's stand together with compassion for those who have lost everything.",,,,,,,,,,,,,,,,
hope,"?? Yudh ke baad bhi, humein ummeed hai ki sab kuch dobara se bana sakta hai. Let's join hands and work towards a hopeful future, rebuilding what has been lost in the aftermath of war.",,,,,,,,,,,,,,,,
hope,"?? Despite the devastation caused by war, let's hold onto hope and work towards a brighter tomorrow. There is hope in unity, and together, we can rebuild what has been lost.",,,,,,,,,,,,,,,,
empathy,"?? In the aftermath of war, extending our empathy towards those who have lost everything becomes crucial. Let's come together to support and understand the pain of those affected.",,,,,,,,,,,,,,,,
